,title,artist,source,reference,product,income_type,income_period,rate,quantity,amount_received,percent_payable,amount_payable
368,Don't Break The Heart - Amy Rigby,Amy Rigby,MECH,Mono Puff,,17929,01/20 - 01/20,0 .00000000,32,0.01,50.00,$ 0.00
369,Don't Break The Heart - Amy Rigby,Amy Rigby,MECH,Lau ra Cantrell,,17930,02/20 - 02/20,0 .00000000,29,0.01,50.00,$ 0.00
370,Don't Break The Heart - Amy Rigby,Amy Rigby,MECH,Lau ra Cantrell,,17931,03/20 - 03/20,0 .00000000,22,0.01,50.00,$ 0.00
371,Don't Break The Heart - Amy Rigby,Amy Rigby,MECH,Mono Puff,,17931,03/20 - 03/20,0 .00000000,42,0.02,50.00,$ 0.01
372,"Spotify USA, Inc. - USA",Amy Rigby,"Th e Orchard Enterprises, Inc. - USA",Lau ra Cantrell,,17392,01/19 - 01/19,0 .00000000,1,0.08,50.00,$ 0.04
373,"Spotify USA, Inc. - USA",Amy Rigby,DIGI,Lau ra Cantrell,,17393,03/19 - 03/19,0 .00000000,3,0.24,50.00,$ 0.12
374,"Spotify USA, Inc. - USA",Amy Rigby,DIGI,Lau ra Cantrell,,17394,04/19 - 04/19,0 .00000000,1,0.16,50.00,$ 0.08
375,"Spotify USA, Inc. - USA",Amy Rigby,DIGI,Lau ra Cantrell,,17400,10/19 - 10/19,0 .00000000,1,0.08,50.00,$ 0.04
376,"Spotify USA, Inc. - USA",Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
377,"Spotify USA, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Deezer,,17896,07/19 - 12/19,0 .00000000,16,0.03,50.00,$ 0.01
378,"Spotify USA, Inc. - USA",Amy Rigby,MECH,iTunes,,17896,07/19 - 12/19,0 .00000000,1,0.01,50.00,$ 0.01
379,"Spotify USA, Inc. - USA",Amy Rigby,DIGI,iTunes,,17896,07/19 - 12/19,0 .00000000,2,0.06,50.00,$ 0.03
380,Don't Know Nothing - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,8,0.00,50.00,$ 0.00
381,Don't Know Nothing - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,38,0.02,50.00,$ 0.01
382,Down Side Of Love - Amy Rigby,Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.06,50.00,$ 0.03
383,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
384,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
385,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
386,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,2,0.00,50.00,$ 0.00
387,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,18035,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
388,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,"Apple, Inc. - USA",Kevin Costner,,17309,10/19 - 12/19,0 .00000000,851,0.19,50.00,$ 0.10
389,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17934,01/20 - 03/20,0 .00000000,717,0.17,50.00,$ 0.08
390,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,CMRRA - Canada,7digita l Inc.,,17264,07/17 - 09/17,0 .00000000,0,0.01,50.00,$ 0.00
391,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Apple,,17264,07/17 - 09/17,0 .00000000,0,1.37,50.00,$ 0.69
392,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Archambaultzik,,17264,07/17 - 09/17,0 .00000000,0,0.00,50.00,$ 0.00
393,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,"Google, Inc. - USA",Kevin Costner,,17221,10/19 - 12/19,0 .00000000,18,0.01,50.00,$ 0.00
394,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,68,0.08,50.00,$ 0.04
395,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,IHEART Communications - USA,ihea rt Premium,,17113,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
396,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,ihea rt Premium,,17131,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
397,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,31,0.01,50.00,$ 0.01
398,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,20,0.01,50.00,$ 0.01
399,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,1,0.00,50.00,$ 0.00
400,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,3,0.00,50.00,$ 0.00
401,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,32,0.01,50.00,$ 0.01
402,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,17,0.01,50.00,$ 0.01
403,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
404,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,28,0.01,50.00,$ 0.01
405,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,14,0.01,50.00,$ 0.00
406,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
407,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,24,0.01,50.00,$ 0.01
408,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,19,0.01,50.00,$ 0.01
409,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,8,0.00,50.00,$ 0.00
410,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,37,0.02,50.00,$ 0.01
411,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,27,0.02,50.00,$ 0.01
412,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,4,0.00,50.00,$ 0.00
413,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,18039,05/20 - 05/20,0 .00000000,66,0.03,50.00,$ 0.02
414,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,"Spotify USA, Inc. - USA",Kevin Costner,,17424,04/19 - 04/19,0 .00000000,41,0.01,50.00,$ 0.00
415,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17426,05/19 - 05/19,0 .00000000,56,0.01,50.00,$ 0.00
416,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17428,06/19 - 06/19,0 .00000000,65,0.01,50.00,$ 0.01
417,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17431,07/19 - 07/19,0 .00000000,75,0.02,50.00,$ 0.01
418,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17434,08/19 - 08/19,0 .00000000,186,0.04,50.00,$ 0.02
419,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17437,09/19 - 09/19,0 .00000000,79,0.02,50.00,$ 0.01
420,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17440,10/19 - 10/19,0 .00000000,69,0.01,50.00,$ 0.00
421,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17443,11/19 - 11/19,0 .00000000,92,0.02,50.00,$ 0.01
422,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17446,12/19 - 12/19,0 .00000000,61,0.01,50.00,$ 0.00
423,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,DIGI,Kevin Costner,,17929,01/20 - 01/20,0 .00000000,69,0.02,50.00,$ 0.01
424,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,MECH,Kevin Costner,,17930,02/20 - 02/20,0 .00000000,61,0.01,50.00,$ 0.00
425,"Every Intention - John Coinman, Amy Rigby",Amy Rigby,MECH,Kevin Costner,,17931,03/20 - 03/20,0 .00000000,57,0.01,50.00,$ 0.00
426,"Spotify USA, Inc. - USA",Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
427,"Spotify USA, Inc. - USA",Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,3,0.00,50.00,$ 0.00
428,"Spotify USA, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Google,,17896,07/19 - 12/19,0 .00000000,11,0.01,50.00,$ 0.01
429,"Spotify USA, Inc. - USA",Amy Rigby,DIGI,iTunes,,17896,07/19 - 12/19,0 .00000000,6,0.09,50.00,$ 0.04
430,"For New Times Sake - Duane Jarvis, Amy Rigby",Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.00,50.00,$ 0.00
431,"Good G irls, The - Amy Rigby",Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,9,0.01,50.00,$ 0.00
432,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,38,0.06,50.00,$ 0.03
433,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,32,0.05,50.00,$ 0.03
434,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,16,0.02,50.00,$ 0.01
435,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,6,0.01,50.00,$ 0.00
436,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,10,0.01,50.00,$ 0.01
437,"Good G irls, The - Amy Rigby",Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,169,0.08,50.00,$ 0.04
438,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,355,0.16,50.00,$ 0.08
439,"Good G irls, The - Amy Rigby",Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.11,50.00,$ 0.06
440,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.12,50.00,$ 0.06
441,"Good G irls, The - Amy Rigby",Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,24,0.01,50.00,$ 0.00
442,"Good G irls, The - Amy Rigby",Amy Rigby,IHEART Communications - USA,ihea rt Plus,,17131,01/20 - 01/20,0 .00000000,13,0.01,50.00,$ 0.00
443,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,ihea rt Premium,,17131,01/20 - 01/20,0 .00000000,9,0.00,50.00,$ 0.00
444,"Good G irls, The - Amy Rigby",Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,4,0.00,50.00,$ 0.00
445,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
446,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,10,0.01,50.00,$ 0.01
447,"Good G irls, The - Amy Rigby",Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,1,0.00,50.00,$ 0.00
448,"Music Reports, Inc. - USA",Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,7,0.00,50.00,$ 0.00
449,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,7,0.00,50.00,$ 0.00
450,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,4,0.00,50.00,$ 0.00
451,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,10,0.01,50.00,$ 0.00
452,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,4,0.00,50.00,$ 0.00
453,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
454,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,5,0.00,50.00,$ 0.00
455,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,4,0.00,50.00,$ 0.00
456,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,9,0.00,50.00,$ 0.00
457,"Music Reports, Inc. - USA",Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17424,04/19 - 04/19,0 .00000000,20,0.01,50.00,$ 0.00
458,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17426,05/19 - 05/19,0 .00000000,29,0.01,50.00,$ 0.00
459,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17428,06/19 - 06/19,0 .00000000,24,0.01,50.00,$ 0.01
460,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17431,07/19 - 07/19,0 .00000000,40,0.02,50.00,$ 0.01
461,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17434,08/19 - 08/19,0 .00000000,27,0.01,50.00,$ 0.01
462,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,31,0.01,50.00,$ 0.00
463,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17443,11/19 - 11/19,0 .00000000,21,0.01,50.00,$ 0.00
464,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,96,0.04,50.00,$ 0.02
465,"Music Reports, Inc. - USA",Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,113,0.05,50.00,$ 0.03
466,"Music Reports, Inc. - USA",Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,24,0.01,50.00,$ 0.00
467,"Music Reports, Inc. - USA",Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,4,0.00,50.00,$ 0.00
468,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,3,0.00,50.00,$ 0.00
469,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,"AMI En tertainment, Inc. - USA",Grant Lee,,17362,01/19 - 03/19,0 .00000000,1,0.00,50.00,$ 0.00
470,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,DIGI,Grant Lee,,17363,04/19 - 06/19,0 .00000000,2,0.01,50.00,$ 0.00
471,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,DIGI,Grant Lee,,17365,10/19 - 12/19,0 .00000000,4,0.09,50.00,$ 0.05
472,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,"Apple, Inc. - USA",Grant Ha rrison,,17309,10/19 - 12/19,0 .00000000,16,0.00,50.00,$ 0.00
473,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,DIGI,Grant Lee,,17309,10/19 - 12/19,0 .00000000,141,0.03,50.00,$ 0.02
474,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,DIGI,Swan Dive,,17309,10/19 - 12/19,0 .00000000,10,0.00,50.00,$ 0.00
475,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,DIGI,Ami Sioux,,17934,01/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
476,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,MECH,Grant Ha rrison,,17934,01/20 - 03/20,0 .00000000,24,0.00,50.00,$ 0.00
477,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,MECH,Grant Lee,,17934,01/20 - 03/20,0 .00000000,178,0.04,50.00,$ 0.02
478,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,MECH,Swan Dive,,17934,01/20 - 03/20,0 .00000000,14,0.00,50.00,$ 0.00
479,"Happy For You - B ill Demain, Amy Rigby",Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.00,50.00,$ 0.00
480,CMRRA - Canada,Amy Rigby,"Google, Inc. - USA",Grant Lee,,17217,04/19 - 06/19,0 .00000000,711,0.43,50.00,$ 0.21
481,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17221,10/19 - 12/19,0 .00000000,497,0.30,50.00,$ 0.15
482,CMRRA - Canada,Amy Rigby,DIGI,Mack Harrison,,17221,10/19 - 12/19,0 .00000000,15,0.01,50.00,$ 0.00
483,CMRRA - Canada,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
484,CMRRA - Canada,Amy Rigby,Qobuz - USA,Grant Lee,,17411,10/19 - 10/19,0 .00000000,1,0.00,50.00,$ 0.00
485,CMRRA - Canada,Amy Rigby,"Spotify USA, Inc. - USA",Grant Lee,,17424,04/19 - 04/19,0 .00000000,"2,352",0.48,50.00,$ 0.24
486,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17426,05/19 - 05/19,0 .00000000,"2,732",0.69,50.00,$ 0.34
487,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17428,06/19 - 06/19,0 .00000000,"2,810",0.72,50.00,$ 0.36
488,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17431,07/19 - 07/19,0 .00000000,"2,782",0.69,50.00,$ 0.35
489,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17434,08/19 - 08/19,0 .00000000,"2,617",0.64,50.00,$ 0.32
490,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17437,09/19 - 09/19,0 .00000000,"2,684",0.66,50.00,$ 0.33
491,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17440,10/19 - 10/19,0 .00000000,"2,804",0.61,50.00,$ 0.30
492,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17443,11/19 - 11/19,0 .00000000,"2,915",0.65,50.00,$ 0.32
493,CMRRA - Canada,Amy Rigby,DIGI,Ztk Mack,,17443,11/19 - 11/19,0 .00000000,420,0.09,50.00,$ 0.04
494,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17446,12/19 - 12/19,0 .00000000,"2,825",0.57,50.00,$ 0.28
495,CMRRA - Canada,Amy Rigby,DIGI,Ztk Mack,,17446,12/19 - 12/19,0 .00000000,451,0.08,50.00,$ 0.04
496,CMRRA - Canada,Amy Rigby,DIGI,Grant Lee,,17929,01/20 - 01/20,0 .00000000,"2,948",0.66,50.00,$ 0.33
497,CMRRA - Canada,Amy Rigby,MECH,Ztk Mack,,17929,01/20 - 01/20,0 .00000000,574,0.12,50.00,$ 0.06
498,CMRRA - Canada,Amy Rigby,MECH,Grant Lee,,17930,02/20 - 02/20,0 .00000000,"2,920",0.64,50.00,$ 0.32
499,CMRRA - Canada,Amy Rigby,MECH,Ztk Mack,,17930,02/20 - 02/20,0 .00000000,558,0.11,50.00,$ 0.06
500,CMRRA - Canada,Amy Rigby,MECH,Grant Lee,,17931,03/20 - 03/20,0 .00000000,"3,122",0.73,50.00,$ 0.37
501,CMRRA - Canada,Amy Rigby,MECH,Ztk Mack,,17931,03/20 - 03/20,0 .00000000,620,0.11,50.00,$ 0.06
502,CMRRA - Canada,Amy Rigby,XUS Interna tional Publ ishing - USA,Amy Rigby,,18121,07/19 - 12/19,0 .00000000,"13 ,332",1.38,50.00,$ 0.69
503,CMRRA - Canada,Amy Rigby,DIGI,Facebook,,18121,07/19 - 12/19,0 .00000000,0,0.03,50.00,$ 0.02
504,CMRRA - Canada,Amy Rigby,SYNC,Grant Lee,,18121,07/19 - 12/19,0 .00000000,"3,816",0.01,50.00,$ 0.01
505,CMRRA - Canada,Amy Rigby,DIGI,YouT ube,,18121,07/19 - 12/19,0 .00000000,0,2.58,50.00,$ 1.29
506,Housec leaning - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,2,0.00,50.00,$ 0.00
507,Housec leaning - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,4,0.01,50.00,$ 0.00
508,Housec leaning - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,14,0.02,50.00,$ 0.01
509,Housec leaning - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
510,Housec leaning - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,2,0.00,50.00,$ 0.00
511,Housec leaning - Amy Rigby,Amy Rigby,DIGI,18035,,DIGI,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
512,Housec leaning - Amy Rigby,Amy Rigby,Pandora - USA,Pandora,,17133,01/20 - 01/20,0 .00000000,2,0.00,50.00,$ 0.00
513,Housec leaning - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
514,Housec leaning - Amy Rigby,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
515,Housec leaning - Amy Rigby,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
516,Housec leaning - Amy Rigby,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
517,Housec leaning - Amy Rigby,Amy Rigby,DIGI,18039,,DIGI,05/20 - 05/20,0 .00000000,2,0.00,50.00,$ 0.00
518,Housec leaning - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17440,10/19 - 10/19,0 .00000000,23,0.01,50.00,$ 0.00
519,Housec leaning - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,49,0.02,50.00,$ 0.01
520,Housec leaning - Amy Rigby,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,55,0.03,50.00,$ 0.01
521,If You Won't Hang Around - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,6,0.01,50.00,$ 0.00
522,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,20,0.03,50.00,$ 0.02
523,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,21,0.03,50.00,$ 0.02
524,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,7,0.01,50.00,$ 0.01
525,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,6,0.01,50.00,$ 0.00
526,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,6,0.01,50.00,$ 0.00
527,If You Won't Hang Around - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,74,0.04,50.00,$ 0.02
528,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,185,0.08,50.00,$ 0.04
529,If You Won't Hang Around - Amy Rigby,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.10,50.00,$ 0.05
530,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.07,50.00,$ 0.03
531,If You Won't Hang Around - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,5,0.01,50.00,$ 0.00
532,If You Won't Hang Around - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,3,0.00,50.00,$ 0.00
533,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,2,0.00,50.00,$ 0.00
534,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,4,0.01,50.00,$ 0.00
535,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,1,0.00,50.00,$ 0.00
536,If You Won't Hang Around - Amy Rigby,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,2,0.00,50.00,$ 0.00
537,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,4,0.00,50.00,$ 0.00
538,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,4,0.00,50.00,$ 0.00
539,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,4,0.00,50.00,$ 0.00
540,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
541,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
