,title,artist,source,reference,product,income_type,income_period,rate,quantity,amount_received,percent_payable,amount_payable
716,50.00,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,144,0.07,50.00,$ 0.04
717,50.00,Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,35,0.02,50.00,$ 0.01
718,50.00,Amy Rigby,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,,17393,03/19 - 03/19,0 .00000000,4,0.30,50.00,$ 0.15
719,50.00,Amy Rigby,DIGI,Amy Rigby,,17397,07/19 - 07/19,0 .00000000,4,0.32,50.00,$ 0.16
720,50.00,Amy Rigby,DIGI,Amy Rigby,,17400,10/19 - 10/19,0 .00000000,1,0.09,50.00,$ 0.04
721,50.00,Amy Rigby,DIGI,Amy Rigby,,17402,12/19 - 12/19,0 .00000000,3,0.24,50.00,$ 0.12
722,50.00,Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
723,50.00,Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,2,0.00,50.00,$ 0.00
724,50.00,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Spotify,,17896,07/19 - 12/19,0 .00000000,35,0.04,50.00,$ 0.02
725,Laboratory Of Love - Amy Rigby,Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.01,50.00,$ 0.00
726,Let Me In A Little Bit - Amy Rigby,Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.02,50.00,$ 0.01
727,Magicians - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,10,0.01,50.00,$ 0.01
728,Magicians - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,36,0.06,50.00,$ 0.03
729,Magicians - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,22,0.04,50.00,$ 0.02
730,Magicians - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,11,0.02,50.00,$ 0.01
731,Magicians - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,7,0.01,50.00,$ 0.01
732,Magicians - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,10,0.01,50.00,$ 0.01
733,Magicians - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,Amazon Prime,,17112,12/19 - 12/19,0 .00000000,27,0.03,50.00,$ 0.02
734,Magicians - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17114,11/19 - 11/19,0 .00000000,6,0.01,50.00,$ 0.00
735,Magicians - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17130,01/20 - 01/20,0 .00000000,41,0.07,50.00,$ 0.04
736,Magicians - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17534,02/20 - 02/20,0 .00000000,36,0.07,50.00,$ 0.03
737,Magicians - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17571,03/20 - 03/20,0 .00000000,13,0.02,50.00,$ 0.01
738,Magicians - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17580,04/20 - 04/20,0 .00000000,5,0.01,50.00,$ 0.00
739,Magicians - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18033,05/20 - 05/20,0 .00000000,6,0.01,50.00,$ 0.00
740,Amazon Prime Music - USA,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,71,0.03,50.00,$ 0.02
741,Amazon Prime Music - USA,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,253,0.11,50.00,$ 0.06
742,Amazon Prime Music - USA,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.08,50.00,$ 0.04
743,Amazon Prime Music - USA,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.08,50.00,$ 0.04
744,Amazon Prime Music - USA,Amy Rigby,"Google, Inc. - USA",Amy Rigby,,17221,10/19 - 12/19,0 .00000000,9,0.01,50.00,$ 0.00
745,Amazon Prime Music - USA,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,32,0.02,50.00,$ 0.01
746,Amazon Prime Music - USA,Amy Rigby,IHEART Communications - USA,ihea rt Premium,,17131,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
747,Amazon Prime Music - USA,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,29,0.01,50.00,$ 0.01
748,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,5,0.00,50.00,$ 0.00
749,Amazon Prime Music - USA,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,10,0.01,50.00,$ 0.01
750,Amazon Prime Music - USA,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,32,0.01,50.00,$ 0.01
751,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,50,0.03,50.00,$ 0.02
752,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,3,0.00,50.00,$ 0.00
753,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,31,0.01,50.00,$ 0.01
754,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,22,0.02,50.00,$ 0.01
755,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,30,0.01,50.00,$ 0.01
756,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,6,0.00,50.00,$ 0.00
757,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,28,0.01,50.00,$ 0.01
758,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,7,0.01,50.00,$ 0.00
759,Amazon Prime Music - USA,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,53,0.03,50.00,$ 0.01
760,Amazon Prime Music - USA,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17437,09/19 - 09/19,0 .00000000,19,0.01,50.00,$ 0.00
761,Amazon Prime Music - USA,Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,42,0.02,50.00,$ 0.01
762,Amazon Prime Music - USA,Amy Rigby,DIGI,Amy Rigby,,17443,11/19 - 11/19,0 .00000000,22,0.01,50.00,$ 0.00
763,Amazon Prime Music - USA,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,50,0.02,50.00,$ 0.01
764,Amazon Prime Music - USA,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,47,0.02,50.00,$ 0.01
765,Amazon Prime Music - USA,Amy Rigby,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,,17393,03/19 - 03/19,0 .00000000,5,0.40,50.00,$ 0.20
766,Amazon Prime Music - USA,Amy Rigby,DIGI,Amy Rigby,,17397,07/19 - 07/19,0 .00000000,4,0.32,50.00,$ 0.16
767,Amazon Prime Music - USA,Amy Rigby,DIGI,Amy Rigby,,17400,10/19 - 10/19,0 .00000000,2,0.16,50.00,$ 0.08
768,Amazon Prime Music - USA,Amy Rigby,DIGI,Amy Rigby,,17402,12/19 - 12/19,0 .00000000,3,0.24,50.00,$ 0.12
769,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
770,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
771,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - South Africa,Xandrie S.A.,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
772,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Apple Mu sic,,17896,07/19 - 12/19,0 .00000000,14,0.01,50.00,$ 0.01
773,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,DIGI,Apple Mu sic,,17896,07/19 - 12/19,0 .00000000,14,0.03,50.00,$ 0.01
774,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,MECH,Google,,17896,07/19 - 12/19,0 .00000000,5,0.01,50.00,$ 0.01
775,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,DIGI,iTunes,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
776,Needy Men - Amy Rigby,Amy Rigby,Amazon Music Free Tier - USA,Ad-supported,,17578,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
777,Needy Men - Amy Rigby,Amy Rigby,DIGI,Ad-supported,,17579,04/20 - 04/20,0 .00000000,2,0.00,50.00,$ 0.00
778,Needy Men - Amy Rigby,Amy Rigby,DIGI,18030,,DIGI,05/20 - 05/20,0 .00000000,4,0.00,50.00,$ 0.00
779,Needy Men - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,2,0.00,50.00,$ 0.00
780,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,52,0.08,50.00,$ 0.04
781,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,56,0.09,50.00,$ 0.05
782,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,33,0.05,50.00,$ 0.02
783,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,17,0.03,50.00,$ 0.01
784,Needy Men - Amy Rigby,Amy Rigby,DIGI,18035,,DIGI,05/20 - 05/20,0 .00000000,3,0.00,50.00,$ 0.00
785,Needy Men - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,Amazon Prime,,17112,12/19 - 12/19,0 .00000000,9,0.01,50.00,$ 0.01
786,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17114,11/19 - 11/19,0 .00000000,9,0.01,50.00,$ 0.01
787,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17130,01/20 - 01/20,0 .00000000,65,0.11,50.00,$ 0.06
788,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17534,02/20 - 02/20,0 .00000000,100,0.19,50.00,$ 0.09
789,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17571,03/20 - 03/20,0 .00000000,79,0.13,50.00,$ 0.07
790,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17580,04/20 - 04/20,0 .00000000,34,0.06,50.00,$ 0.03
791,Needy Men - Amy Rigby,Amy Rigby,DIGI,18033,,DIGI,05/20 - 05/20,0 .00000000,31,0.05,50.00,$ 0.02
792,Needy Men - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,480,0.13,50.00,$ 0.06
793,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,"1,056",0.21,50.00,$ 0.11
794,Needy Men - Amy Rigby,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.17,50.00,$ 0.09
795,Needy Men - Amy Rigby,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.01,50.00,$ 0.00
796,Needy Men - Amy Rigby,Amy Rigby,GEMA (Mechanicals) - Germany,17225,,DIGI,07/19 - 09/19,0 .00000000,92,0.16,50.00,$ 0.08
797,Needy Men - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,32,0.03,50.00,$ 0.01
798,Needy Men - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,2,0.00,50.00,$ 0.00
799,Needy Men - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,11,0.01,50.00,$ 0.01
800,GEMA (Mechanicals) - Germany,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
801,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,2,0.00,50.00,$ 0.00
802,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,3,0.00,50.00,$ 0.00
803,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
804,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
805,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
806,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
807,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
808,GEMA (Mechanicals) - Germany,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17440,10/19 - 10/19,0 .00000000,25,0.01,50.00,$ 0.00
809,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,31,0.01,50.00,$ 0.00
810,GEMA (Mechanicals) - Germany,Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
811,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
812,GEMA (Mechanicals) - Germany,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Amazon (UK),,17896,07/19 - 12/19,0 .00000000,1,0.01,50.00,$ 0.01
813,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,Amazon (UK),,17896,07/19 - 12/19,0 .00000000,1,0.04,50.00,$ 0.02
814,GEMA (Mechanicals) - Germany,Amy Rigby,MECH,iTunes,,17896,07/19 - 12/19,0 .00000000,1,0.01,50.00,$ 0.01
815,GEMA (Mechanicals) - Germany,Amy Rigby,DIGI,iTunes,,17896,07/19 - 12/19,0 .00000000,1,0.04,50.00,$ 0.02
816,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,"Apple, Inc. - USA",Andy Williams,,17307,10/19 - 12/19,0 .00000000,78,0.04,25.00,$ 0.01
817,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Joy,,17309,10/19 - 12/19,0 .00000000,54,0.02,25.00,$ 0.01
818,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Joy Lynn White,,17309,10/19 - 12/19,0 .00000000,10,0.00,25.00,$ 0.00
819,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Ma rrissa Joy,,17309,10/19 - 12/19,0 .00000000,16,0.01,25.00,$ 0.00
820,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Motif,,17309,10/19 - 12/19,0 .00000000,142,0.05,25.00,$ 0.01
821,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Joy,,17934,01/20 - 03/20,0 .00000000,78,0.04,25.00,$ 0.01
822,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Joy Lynn White,,17934,01/20 - 03/20,0 .00000000,18,0.01,25.00,$ 0.00
823,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Ma rrissa Joy,,17934,01/20 - 03/20,0 .00000000,52,0.02,25.00,$ 0.00
824,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Motif,,17934,01/20 - 03/20,0 .00000000,142,0.06,25.00,$ 0.01
825,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Andy Williams,,18023,01/20 - 03/20,0 .00000000,82,0.04,25.00,$ 0.01
826,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.07,25.00,$ 0.02
827,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.01,25.00,$ 0.00
828,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,3,0.02,25.00,$ 0.00
829,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,"Spotify USA, Inc. - USA",Andy Williams,,17283,07/19 - 07/19,0 .00000000,23,0.01,25.00,$ 0.00
830,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Andy Williams,,17285,08/19 - 08/19,0 .00000000,9,0.00,25.00,$ 0.00
831,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Andy Williams,,17287,09/19 - 09/19,0 .00000000,17,0.01,25.00,$ 0.00
832,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Andy Williams,,17288,10/19 - 10/19,0 .00000000,12,0.01,25.00,$ 0.00
833,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Andy Williams,,17290,11/19 - 11/19,0 .00000000,6,0.00,25.00,$ 0.00
834,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Andy Williams,,17292,12/19 - 12/19,0 .00000000,14,0.01,25.00,$ 0.00
835,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17424,04/19 - 04/19,0 .00000000,"1,395",0.53,25.00,$ 0.13
836,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Motif,,17424,04/19 - 04/19,0 .00000000,20,0.01,25.00,$ 0.00
837,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17426,05/19 - 05/19,0 .00000000,"1,494",0.70,25.00,$ 0.17
838,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Motif,,17426,05/19 - 05/19,0 .00000000,14,0.01,25.00,$ 0.00
839,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17428,06/19 - 06/19,0 .00000000,"1,276",0.58,25.00,$ 0.15
840,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Motif,,17428,06/19 - 06/19,0 .00000000,27,0.02,25.00,$ 0.01
841,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17431,07/19 - 07/19,0 .00000000,690,0.29,25.00,$ 0.07
842,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Motif,,17431,07/19 - 07/19,0 .00000000,17,0.01,25.00,$ 0.00
843,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17434,08/19 - 08/19,0 .00000000,523,0.21,25.00,$ 0.05
844,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Motif,,17434,08/19 - 08/19,0 .00000000,19,0.01,25.00,$ 0.00
845,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17437,09/19 - 09/19,0 .00000000,422,0.17,25.00,$ 0.04
846,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Joy,,17437,09/19 - 09/19,0 .00000000,25,0.01,25.00,$ 0.00
847,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Motif,,17437,09/19 - 09/19,0 .00000000,18,0.01,25.00,$ 0.00
848,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17440,10/19 - 10/19,0 .00000000,345,0.12,25.00,$ 0.03
849,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Motif,,17440,10/19 - 10/19,0 .00000000,27,0.02,25.00,$ 0.00
850,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17443,11/19 - 11/19,0 .00000000,256,0.11,25.00,$ 0.03
851,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Joy,,17443,11/19 - 11/19,0 .00000000,17,0.01,25.00,$ 0.00
852,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17446,12/19 - 12/19,0 .00000000,242,0.09,25.00,$ 0.02
853,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Motif,,17446,12/19 - 12/19,0 .00000000,24,0.01,25.00,$ 0.00
854,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,DIGI,Jens O.,,17929,01/20 - 01/20,0 .00000000,136,0.06,25.00,$ 0.02
855,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Joy,,17929,01/20 - 01/20,0 .00000000,15,0.01,25.00,$ 0.00
856,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Motif,,17929,01/20 - 01/20,0 .00000000,19,0.01,25.00,$ 0.00
857,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Jens O.,,17930,02/20 - 02/20,0 .00000000,159,0.06,25.00,$ 0.02
858,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Joy,,17930,02/20 - 02/20,0 .00000000,13,0.01,25.00,$ 0.00
859,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Motif,,17930,02/20 - 02/20,0 .00000000,21,0.01,25.00,$ 0.00
860,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Jens O.,,17931,03/20 - 03/20,0 .00000000,126,0.05,25.00,$ 0.01
861,"One More Time (Rigby) - Amy Rigby, Joy Lynn White",Amy Rigby,MECH,Motif,,17931,03/20 - 03/20,0 .00000000,15,0.01,25.00,$ 0.00
862,Only A Dream - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,2,0.00,50.00,$ 0.00
863,Only A Dream - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,12,0.02,50.00,$ 0.01
864,Only A Dream - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,13,0.02,50.00,$ 0.01
865,Only A Dream - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,4,0.01,50.00,$ 0.00
866,Only A Dream - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,3,0.00,50.00,$ 0.00
867,Only A Dream - Amy Rigby,Amy Rigby,DIGI,18035,,DIGI,05/20 - 05/20,0 .00000000,2,0.00,50.00,$ 0.00
868,Only A Dream - Amy Rigby,Amy Rigby,Pandora - USA,Pandora,,17583,04/20 - 04/20,0 .00000000,2,0.00,50.00,$ 0.00
869,Pandora - USA,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17440,10/19 - 10/19,0 .00000000,20,0.01,50.00,$ 0.00
870,Pandora - USA,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,55,0.03,50.00,$ 0.01
871,Pandora - USA,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,48,0.02,50.00,$ 0.01
872,Pandora - USA,Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,20,0.01,50.00,$ 0.00
873,Raising The Bar - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,11,0.01,50.00,$ 0.01
874,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,35,0.05,50.00,$ 0.03
875,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,26,0.04,50.00,$ 0.02
876,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,12,0.02,50.00,$ 0.01
877,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,14,0.02,50.00,$ 0.01
878,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,10,0.01,50.00,$ 0.01
879,Raising The Bar - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,77,0.03,50.00,$ 0.02
880,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,270,0.12,50.00,$ 0.06
881,Raising The Bar - Amy Rigby,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.11,50.00,$ 0.05
882,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.07,50.00,$ 0.03
883,Raising The Bar - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,5,0.00,50.00,$ 0.00
884,Raising The Bar - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
885,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,2,0.00,50.00,$ 0.00
886,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,8,0.01,50.00,$ 0.01
887,Raising The Bar - Amy Rigby,Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,2,0.00,50.00,$ 0.00
888,Raising The Bar - Amy Rigby,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
